Name,Place ID,Formatted Address,Category,rating,total_reviews,Price Level,Review Text,rating_normalized,reviews_normalized,score,rank,Keywords
ANGKRINGAN WEDANGAN CAH BAGOES,ChIJaWVb00yDeC4RMubUruYBCPs,"2JCV+WFC, Jl. Mayjen.M.Wiyono, Kesatrian, Kec. Blimbing, Kota Malang, Jawa Timur 65121, Indonesia","cafe, store, food, point_of_interest, establishment",4.4,118,,"Place is located right on the intersection price is good and food is delicious Nice place 

Joss

Nice Place

The location is close to Rampal and easy to reach
The prices are quite friendly the satay menu is delicious the drinks or wedang are very tasty hohoo

The food and drinks are delicious especially the wedang uwuh is champion the service is fast the place is easy to reach but unfortunately there is no parking space for the car",8.500.000.000.000.000,67.735.772.593.064,5.970.320.731.777.910,3888,"located right, location close, parking space, friendly satay, satay menu, nice place, parking, place joss, especially wedang, drinks wedang"
Warung Kopi Pojok & Dya Juice,ChIJOSvQ_x6DeC4RwBL_VATZAQw,"2JGR+VWV, Jl. Ronggo Lawe, Kesatrian, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia","store, cafe, point_of_interest, food, establishment",4.4,118,,"nice place

The food very delicouse and very tasty 

nice place

Retail cigarettes coffee sachets instant noodles fresh vegetables nasi2an jus2an wifian long benches cheap prices for existing facilities including toilets after running you have to come here guys guaranteed a hungry stomach after exercising will be filled again

There is a toilet
Free Wifi
Free parking",8.500.000.000.000.000,67.735.772.593.064,5.970.320.731.777.910,3889,"jus2an wifian, coffee sachets, toilets running, toilet free, free parking, food delicouse, benches cheap, place retail, existing facilities, nice place"
Kopikir Coffee Central,ChIJExUcqhGDeC4RP_MDQagahrU,"3J8H+9QM, Mojolangu, Lowokwaru, Malang City, East Java 65142, Indonesia","cafe, food, point_of_interest, establishment",4.4,117,,"Cozy and comfortable place

Origin Coffee from Palembang

Nice

Nice place

Manteeeeeep",8.500.000.000.000.000,67.156.834.365.773,5.970.147.050.309.730,3890,"nice, manteeeeeep, nice nice, comfortable, palembang, place manteeeeeep, place origin, coffee, cozy comfortable, origin coffee"
Stako Kopi Malang,ChIJJYGjzpUn1i0RFR5iIHcRotY,"Jl. Raya Dermo No.174, Jetak Lor, Mulyoagung, Kec. Dau, Kabupaten Malang, Jawa Timur 65151, Indonesia","cafe, store, point_of_interest, food, establishment",4.4,115,,"It can be too crowded and the music is way too loud I asked the staff to lower down the volume because I needed to focus for work and they helped me with it but after five minutes they raised it again

recommend banget

I think the atmosphere is quite comfortable the staff is quite friendly the prices are also friendly

Came here twice bought aglio olio milky matcha and geprek chicken all delicious cheap prices suitable for students
The place is spacious there is ample parking there are toilets a prayer room there are plugs on each table which are suitable for assignments
Come here Saturday night there is live music too

The place and ambience fit the concept and the food and drinks served are worth seeing from the segmentation for students and the speed and accuracy of orders is very good in terms of service aspects by staff which are friendly and interactive towards new customers",8.500.000.000.000.000,6.599.895.791.119,5.969.799.687.373.350,3891,"prices friendly, way loud, staff quite, new customers, table suitable, drinks served, suitable students, prayer room, place ambience, crowded music"
Teman Sejati Kopi Soehat,ChIJ2QjUJluBeC4RjYNASDdMKYI,"Pujasera, Jl. Bunga Coklat No.1, Jatimulyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia","cafe, food, point_of_interest, establishment",4.4,115,,"Fast serving The place is nice and aesthetic

If youre looking for a sweet coffe maybe this coffe is what youre looking for

They have a lot of menu include non coffe based that probably make people who did not like coffe come to try what they are sell

I dont know why but I love soya matcha and you guys need to keep it up for the taste 

one of nice place for hang out in suhat malang with a yummilicious coffee my fave is KopiSoe Goela Merah good job KopiSoe  will coming back soon for sure 

Nice place  good selection of drinks

Talk coffee is a take away coffee shop that has several branches in Malang Talk Coffee offers coffee and noncoffee based You may ask for the menu to be served hot or cold  The recommended menu here is try is Iced Jamaican Coffee WiFi access and outdoor seating are available here",8.500.000.000.000.000,6.599.895.791.119,5.969.799.687.373.350,3892,"coffee wifi, coffe come, sweet coffe, like coffe, noncoffee based, talk coffee, yummilicious coffee, coffee offers, coffee shop, jamaican coffee"
Beijm Coffe,ChIJ-3xF9mUp1i0RNDT2FjJdWxo,"3J35+V2H, Jl. Simpang Gajayana No.608 E, Dinoyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia","cafe, store, point_of_interest, food, establishment",4.4,114,1.0,"Have a Good Wifi Speed Menu  But there was a minus on a electrical switch 

Good

Mayan

Average

The location is on the side of the road its just that because the design of the building is rather low and inward so for those who are new to it it might be missed The price is cheap some of the seats are crosslegged some are on the bench

Suitable for gamers who like to linger in coffee shops However it is not recommended for those who are looking for instagramable spots Community coffee shop the majority who drink coffee know each other",8.500.000.000.000.000,65.420.019.683.899,596.962.600.590.517,3894,"shops recommended, road just, price cheap, instagramable spots, wifi speed, design building, community coffee, seats, speed menu, average location"
STMJ & Ketan bubuk prapatan PM,ChIJZY6cDxOCeC4RLRUIyiJrZeE,"Jl. Kesatrian Dalam No.1, Kesatrian, Kec. Blimbing, Kota Malang, Jawa Timur 65121, Indonesia","cafe, food, store, point_of_interest, establishment",4.4,113,1.0,"Youngster place  but nice for oldies too 

Good at all 

Recomended for stmj

recommended

The taste of STMJ is standard the price is friendly There is also a menu of crispy tofu fried meatballs grilled sausages french fries toast and sticky rice The sticky rice is cold so it doesnt taste that good The usual place is where there are seats and crosslegged",8.500.000.000.000.000,64.841.081.456.608,5.969.452.324.436.980,3897,"oldies, good recomended, fried meatballs, stmj standard, menu crispy, place seats, usual place, grilled sausages, stmj recommended, youngster place"
Gayeng Coffee,ChIJLUglSEcp1i0RPK77fig4_NI,"Jalan Raya, Dermo, Mulyoagung, Kec. Dau, Kabupaten Malang, Jawa Timur 65151, Indonesia","cafe, point_of_interest, food, store, establishment",4.4,104,1.0,"Good

Good

A very nice and comfortable place with a variety of fresh and warm drink menus Free fast wifi and many other facilities that will spoil you

4 stars because I like a quiet and calm atmosphere Or because I came in the afternoon huh I leave 1 star for the lack of cleanliness About coffee Yes because I quite like Giras Coffee so its fine

Its a nice place to relax let alone do assignments or play online games Just a suggestion I think its better if there are snacks because here I see the menu only drinks",8.500.000.000.000.000,59.630.637.410.988,5.967.889.191.223.290,3898,"comfortable, fresh warm, wifi facilities, nice comfortable, place variety, giras coffee, cleanliness coffee, snacks menu, drink menus, nice place"
Hidden Garage,ChIJG0Nxvgn51y0RUhjIxhprXuI,"Jl. Ikan Tombro, RT.1/RW.1, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142, Indonesia","cafe, food, point_of_interest, establishment",4.4,104,,"Its a good spot for having coffee and snacks It has live music stage and lots of tables and also electricity sockets Affordable beverages quite large parking lots and very easy to find

I went to the place and it was very simple and i ordered a cafe latte to be honest i dont like it but i like coffee susu its very nice and i recommend them

Tempat nongkrong yang murah I think the best seller item here is the milkshake

Good

Nice",8.500.000.000.000.000,59.630.637.410.988,5.967.889.191.223.290,3900,"parking lots, large parking, good spot, beverages quite, snacks live, latte honest, coffee susu, affordable beverages, place simple, ordered cafe"
"Kopi Janji Jiwa, Dinoyo",ChIJ1dJD3nKCeC4Rm3H9GHDyQLM,"Jl. MT. Haryono No.166, Lowokwaru, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145, Indonesia","cafe, point_of_interest, food, establishment",4.4,100,,"Its quite good place

New branch similar taste

Beverages start from IDR10k

A little hard to be seen from the road

Good coffee",8.500.000.000.000.000,57.314.884.501.823,5.967.194.465.350.540,3902,"seen road, branch, branch similar, place new, quite good, idr10k little, coffee, start idr10k, beverages start, taste beverages"
LUMA Coffee & Eatery,ChIJp8c0nGP71y0RzLuQU1n5KuA,"Jl. Klampok Kasri, Gg. 2A Jl. Wilis No.1, Gading Kasri, Klojen, Malang City, East Java, Indonesia","cafe, food, store, point_of_interest, establishment",4.4,96,,"Value wise it is capitalizing on ambience Serving coffee tea and chocolatebased beverages with additional side dishes this shop refreshes the younger people with their line of menu The location is quite strategic motorcycle parking is easy unless you bring a car no parking here unfortunately The menu is at an affordable price the taste is standard I dont see any signature dish or specialized beverage here

quite good variative menu good enough for working serving time can be improved

good places affordables menus completely perfectt

Nice ambience

only was good just the view nothing else",8.500.000.000.000.000,54.999.131.592.659,5.966.499.739.477.790,3903,"places affordables, menus completely, variative menu, menu location, dishes shop, taste standard, capitalizing ambience, chocolatebased beverages, beverages additional, price taste"
Kriwul coffee 2,ChIJW4zpNLAr1i0RvK8Dh8h3c9Y,"3HGM+7Q4, Jl. Raya Dermo, Dermo, Mulyoagung, Kec. Dau, Kabupaten Malang, Jawa Timur 65151, Indonesia","cafe, food, point_of_interest, establishment",4.4,93,,"Fun place to hang out can play billiards
10khr
But some of the roofs are leaking the food is limited
Fast wifi

I really like sitting in the back overlooking the rice fields Its really nice to catch your eyes Seeing the green ones
Overall its worth other caffes affordable prices and what I like here it feels calm gt

Its good that there is billiards too The coffee is cheap the cashier is friendly and cute 

Just arrived already greeted by the cashier who doesnt have a smile How come miss the cashier is that bitchy Im sorry but Im here to pay and I dont owe anything but it feels really bad because of one person namely the cashier Please ladies and gentlemen train the cashiers first so that at least the customers are happy Thank you

The place is comfortable there is a bathroom a prayer room even though its makeshift the place isnt too wide but its closed so its safe if it rains Wifi too The minus might be a bit hot during the day maybe fans can be added in the future",8.500.000.000.000.000,53.262.316.910.785,5.965.978.695.073.230,3908,"cashier doesnt, place hang, miss cashier, play billiards, billiards 10khr, customers happy, makeshift place, cashier ladies, billiards coffee, fun place"
