Name,Place ID,Formatted Address,Category,rating,total_reviews,Price Level,Review Text
Kafe STMJ,ChIJh5zqQN0p1i0RAr_yUez0y4g,"Jl. Soekarno Hatta No.59, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142, Indonesia","cafe, point_of_interest, food, establishment",5,1,,
FF GARDENSPACE,ChIJH6bnkO-DeC4RuWOA5WudVPE,"Jl. Karanglo Indah Atas No.12, Jajar, Tanjungtirto, Kec. Singosari, Kabupaten Malang, Jawa Timur 65126, Indonesia","cafe, food, point_of_interest, establishment",5,61,,"Cozy and worth to try!

Good

Recommended for those of you who are looking for a place to hang out away from the crowds.
This time, we ordered a tropical sunday which tastes balanced between espresso, sprite and tropical syrup, suitable to be enjoyed at any time.
So, hurry up and play here and talk to the barista!!!

nice place, even though it's narrow but the atmosphere is comfortable. the coffee is also good. best

hidden place coffeeshop, slowbar, clean place"
MRV Cafe,ChIJh6L6fKEp1i0RniAzMlQpDvQ,"2JQP+G47, Jl. Sarangan, Lowokwaru, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia","cafe, point_of_interest, food, establishment",4.6,262,1,"It's a decent cafe, some single origin beans. Good brew and good equipment, but no decent foods other than snacks.

Also okay carwash, so good place getting coffee while you wait for your car to be washed

Luxurious Car Wash with extra service. it has heritage look café, beautiful garden with classy and heritage menus. Comfy and relaxing.

Good place for car washing while we can have a coffee

there is a car wash services here

Nice concept"
Kombukei,ChIJH6PBTUL51y0R7drz_6hajTw,"Jl. Terusan Ijen, Bareng, Kec. Klojen, Kota Malang, Jawa Timur 65116, Indonesia","cafe, food, point_of_interest, establishment",4.6,356,2,"Nice place with a great view. You can buy so many types of kombucha there and somr dishes that I think tasty. I recommend you to go there in the evening, because it gets more and more crowded and noisy at night.

The place, ambiance, food and drinks were good.
The kombucha is on point! the chicken is good but the sauce is just average.

its my first time came here. I came here with friends and order a drink and the same food for each of us.. They have a very slow service, our drink was served after 30ish minutes and the food were arrive after one (1) hour. We already go back and forth asking them and they always say that its because the rice is not ready. and we are not the only table waiting in such a loooong time like that.

It is very sad tho, they could learn something about supply chain management and communication between team to prevent this kind of issue.

The service is good, the cashier and one of the waiters are friendly and answer all our questions despite the crankyness we had (hungry due to waiting for an hour).

I like the chicken & kombuca here!

A small local restaurant/cafe with great service, food, drink and overall experience! They have a rooftop and oke bgt waktu senja2 dateng kesini!
Definitely a go-to place for cafe when you are in malang Huge portion of roasted chicken (which is tasty) & side dishes are delicious as well.

A lil bit shocked that malang has a place to drink kombucha in a market. Their kombucha is nice but i think if only they can make it more sweet. Price is not too pricey. Better come in the afternoon

hidden gems such a nice place with good ambience. small rooftop cafe, harganya terjangkau start 8k only."
Warkop Pantera & cuci motor,ChIJH6vDoRRfei4RPpmyTar0LpY,"Jl. Raya Tebo Sel. No.30, Mulyorejo, Kec. Sukun, Kota Malang, Jawa Timur 65147, Indonesia","cafe, point_of_interest, food, store, establishment",5,1,,
Ria Djenaka,ChIJH732ZZMp1i0RcCqy7MWML18,"Jl. Bandung No.5, Penanggungan, Kec. Klojen, Kota Malang, Jawa Timur 65113, Indonesia","cafe, food, store, point_of_interest, establishment",4.1,859,2,"This place is more suitable for coffee break, perfect place for smoking man who wants to hang out for some light course and some coffee break, but not suitable for families. And the food taste is just so so...

Cozy place, nice live music, but maybe the price too high for student

Cozy place, good food, good view with live music 🎶  and average prices

Comfy place for chillin, consist of 2 floors,  average price,  good coffee,  staff not too active to welcoming guest and bring menu,  i should take it by my own and its just dissapointing

I've been a regular here. I went there at least once every 2 month. The atmosphere are pretty good combined with the live music. Here's a story: i once ordered cream soup and it tastes kinda weird to me, and i asked the waiter if i can have it replaced with other menu instead, and they did. Moral of the story: they really prioritise their customer satisfaction."
Cafetario,ChIJh7N5YY0NeC4Rv_jWiV0du-Q,"Jl. Raya Tlogomas, Tlogomas, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia","cafe, point_of_interest, store, food, establishment",5,2,,"Cool experience

Nice"
Pipir Lepen Cafe,ChIJH7XiFdMp1i0Rdb-m78ny-2I,"2JFJ+59H, Jl. Brawijaya, Pasar bunga, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia","cafe, point_of_interest, store, food, establishment",4.4,43,,"Secluded in a corner of the flower & plant market, this coffee shop capitalize the greenery of the Brantas River bank. However, the environment is not suitable to enjoy a cup of coffee or tea. First of all, the hygiene aspect of the area, it is near a bridge   & a river where -unfortunately- people still dump their waste. Second, the smell and sounds are obvious not supporting an environment to enjoy a drink or a meal. Third, the café & eatery offers limited food & beverages. I am not recommending this place.

coffee and snacks are standard. nice place, more like a hidden place beneath the market. the river makes it a unique place to chill. nice interior.

Nice place for family and teenagers

Cozyy

great food, great ambiance, good service"
Ketan Sleeping Dhe John,ChIJh7XZ-0qDeC4RAoxdyh3XdjY,"Jl. Muharto Gg. 7 No.4, Kotalama, Kec. Kedungkandang, Kota Malang, Jawa Timur 65136, Indonesia","cafe, point_of_interest, food, establishment",4.8,6,,"The place is clean, the food is cheap and delicious, the drinks are delicious

The food is cheap, the drinks are great, the place is clean

The place is nice, santuy..the owner is really friendly...the menus are great...😋😋 it doesn't drain your wallet

The food is delicious

"
KATAKITA COFFEE,ChIJH7ZFQaj51y0RVlxs9Rs0k0k,"Jl. Ikan Tombro, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142, Indonesia","cafe, store, point_of_interest, food, establishment",4.5,161,,"Nice cafe with indoor and outdoor seating

The coffe at kata kita is exceptional! Very delicious and well prepared!!! Then you can chose among many menu options. I love the service at the place and the barista and the owner is so friendly with the guests and always takes care to offer the best quality! I highly recommend this place.

The coffee was so so but the ambience quite comfy

Good place, good vibe, beautiful view especially at night, cheap stuff, you can borrow card or uno provided by the cafe

Super nice coffee taste"
Warung Kopi WK24,ChIJh8iU_f3V1y0RtKqUcHQD_Yg,"Jl. Danau Jonge No.01, Madyopuro, Kec. Kedungkandang, Kota Malang, Jawa Timur 65139, Indonesia","cafe, food, point_of_interest, store, establishment",4.6,57,,"ok

Food stalls, it's comfortable to have lunch here, the service is fast, the prices are cheap

The service is super fast, nimble.. clean place.. delicious food, lots of variety..

The place is comfortable, cool, strategic location at the corner of the T-junction, the food presentation is also fast :)

A comfortable place to drink coffee with a view of the Jonge Lake highway near the Sawojajar Velodrome"
Kopi Kerabat Bang Oly,ChIJh8j5bIQp1i0ROZYS7vWNnU4,"5PC2+9VX, Jl. Dorowati Bar., Krajan Timur, Mulyoarjo, Kec. Lawang, Kabupaten Malang, Jawa Timur 65216, Indonesia","cafe, store, food, point_of_interest, establishment",4.9,12,,"The real coffee

Great cheap coffee
Robusta is cash
Josh's Arabica

The coffee is delicious... affordable prices... josss

provides coffee typical of northern Malang, especially poor Karangploso Malang

In addition to brotherhood, taught many things about coffee. Thanks."
Kolega Kopi,ChIJH8MH9nAp1i0R8wU0s-HY9-M,"Jl. Gede No.10, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65115, Indonesia","cafe, point_of_interest, food, store, establishment",4.7,15,,"Located at dempo street. Good taste, good atmosphere, cozy place. You could try kolega's coffee with affordable prices, those start from 10k till 13k. Kopi kolega and black velvet are the best i guess. Right place to chill you up and chatting with your friends. This is recommended place to enjoy coffee at the dawn till the night. You should try. But you'll be little bit hard to find restroom here

Long black mantep, friendly service, feels like basecamp.

Don't do it wkwk

Yes sip okay

mayan"
Waroeng Gubuk,ChIJH9FMLVIp1i0RqHasItLX5fI,"Jl. Kauman No.37, Turen, Kec. Turen, Kabupaten Malang, Jawa Timur 65175, Indonesia","cafe, food, store, point_of_interest, establishment",4.2,39,,"Delicious food..
The place is not comfortable.

Have a cup of coffee first at the shack shop, a comfortable and memorable place, hahhah poke mas Helen...

Taste is decent for the price of the people
But the service is a bit less fast

Not bad for hanging out

Where is this?"
Es Sirup dan Kripik,ChIJH9fSTxeBeC4RgZavPxw3BgI,"2JPQ+C2X, Rampal Celaket, Klojen, Malang City, East Java 65111, Indonesia","cafe, point_of_interest, food, establishment",5,2,,"The taste of various kinds of fresh syrup ice

Ready to order"
The BAROMETER Cafe & Resto,ChIJh9twnez71y0RWT7z_iRGuRM,"Jl. Pulosari No.25, Gading Kasri, Kec. Klojen, Kota Malang, Jawa Timur 65115, Indonesia","bar, cafe, food, point_of_interest, establishment",4.5,56,,"It has karaoke stage to sing. The place is cozy. But i don't recommend to come here. Waiting time is insane

good food, good music, nice people 🤗

Nice and cozy place, good entertainment, good service and delicious food

Cozy places for hangout with friends. Nice place for event like family gathering, birthday party, etc.

Good food and great ambience!"
OJURI crispy and spicy snack,ChIJHa8dk_P51y0R3blFCsbg2qY,"Jl. Joyo Agung No.100b, Tlogomas, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia","cafe, food, store, point_of_interest, establishment",4.6,37,,"The place is quiet, good for meetings and hanging out. Maybe the contact stop can be increased. Overall it's good, there is uno chess for friends to hang out in congregation. Maybe the bathroom could be improved and cleaner.

It's really cheap here, it's only set at 10 thousand ... the taste is also quite okay for a snack. A kind of economical version of Ai*iro & Chi*kmi.

Very friendly service, fast too. The location is actually strategic, it just needs to be repaired and tidied up in my opinion. Very impressed what it is. But the rest is okay.

I regret just knowing this place overall, all the food is delicious, the price is cheap and the portions are big too. When I got there, it was pretty quiet, but there were a lot of ojol drivers waiting for orders too. Love it don't sa.pe close

The place is nice, cool, the joglo house, the menu is plentiful and cheap, the wifi plugs in okay, the location is still new and quite quiet

The place is very comfortable, the wind is breezy... Original nodding off here"
Jejak Kuliner Malang,ChIJhaFg5sEp1i0RfM5aK8ti_eE,"Seberang AlfaMidi Sulfat, Jl. Sulfat No.95B, Pandanwangi, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia","cafe, point_of_interest, food, establishment",4.8,14,,"It's a fun place to hang out... the cireng is really good, gaizzz

Nice place
For hanging out. The food is also ok. Continued success for culinary trails.
I leave my culinary trail here so I can come back someday.😊😊

Friendly service
Free wifi
Nice bathroom
Comfortable enough for family or community gatherings

Nice place, good food and drinks, clean, friendly service.

Cool place to hang out and enjoy coffee"
Jeem vape,ChIJHapH-aNZei4RJxf52wxbJ3Q,"Jl. Raya Mulyorejo 57 Rt/w 03/03, Mulyorejo, Kec. Sukun, Kota Malang, Jawa Timur 65147, Indonesia","cafe, point_of_interest, food, establishment",4.5,37,,"Ok

Good service, second hand goods are also available at affordable prices for student pockets

Service is not friendly, prices are too expensive

Good service, like to give input

Favorite place to vape"
Cafe Kusnadi,ChIJHavV5KCCeC4RaWuXGaO7zm0,"Jl. Karya Bar. No.3b, Purwantoro, Kec. Blimbing, Kota Malang, Jawa Timur, Indonesia","cafe, food, point_of_interest, establishment",4.3,14,1,"cofee_family

Special.....

I like this

a good place to hang out with friends

#cafe turn kiss kiss"
Kedai Kopi Sukaria,ChIJhaXOJ7lBdy4RHoPflegWfOQ,"Jl. Jakarta No.2, Penanggungan, Kec. Klojen, Kota Malang, Jawa Timur 65113, Indonesia","cafe, point_of_interest, store, food, establishment",5,2,,"Great coffee shop

"
