Name,Place ID,Formatted Address,Category,rating,total_reviews,Price Level,Review Text,rating_normalized,reviews_normalized,score,rank,One_Keywords
pesenkopi. Sawojajar,ChIJw6IJkCYp1i0Rvy1w3k8PSOI,"Jl. Danau Toba No.1, Lesanpuro, Kec. Kedungkandang, Kota Malang, Jawa Timur 65139, Indonesia","store, cafe, point_of_interest, food, establishment",4.3,86,,"Im shocked, this is incredibly cheap! The taste is not so bad at all!

Cozy place for take out coffee

good coffee

For coffee orders from Lake Sentani, Sawojajar, learn to respect buyers, pay with money, you know, not leaves, it doesn't really work anymore. You don't have to queue but you wait for almost an hour, the food isn't given, until it's cold, only when asked is it just given. Well, no more apologies. Thank you for being so disappointing

One of the best pesenkopi for its taste from Pesenkopi Sigura-gura and Pesenkopi UM. It won't be enough for the taste. Best. Moreover, the Creamy Milk Coffee Flavor, the best bet. There is also pancong cake, which is the best chocolate cheese flavor. Wes Gawe arek Malang police recommendation. I hope you can open a branch in Kediri.",0.825,0.0049209749319747,0.4723660192207491,3673,"coffee, pesenkopi, kediri, cheap, lake, orders, gawe, apologies, pancong, isnt"
STMJ & Coffee Seniman,ChIJvYaP_KifeC4R22T67jGswt0,"Jl. Mentaraman No.10/352 RT.001/04, Penarukan, Kec. Kepanjen, Kabupaten Malang, Jawa Timur 65163, Indonesia","cafe, food, point_of_interest, establishment",4.3,86,1.0,"This place is cozy enough for people who just want to hanging out. For the price, is affordable and not so expensive.

Cozy place for hang out, nice beverages, enjoy our time there

It's a cozy place and good place to relax.

nice

Comfortable",0.825,0.0049209749319747,0.4723660192207491,3674,"cozy, comfortable, place, affordable, beverages, hanging, relax, enjoy, nice, just"
Warung Kopi Cak Bakir 1 Tretes,ChIJU5i3XN3X1y0RBUqw47k2wy0,"Jl. Eskam, Jl. Taman Wisata, RT.01/RW.08, Semeru, Pecalukan, Kec. Prigen, Pasuruan, Jawa Timur 67157, Indonesia","cafe, food, point_of_interest, store, establishment",4.3,85,1.0,"Its a good place to chill and chat

Nice place for coffe break,

nice

Siplah

Aaa",0.825,0.0048630811092456,0.4723411248769755,3675,"siplah, place, chat, coffe, break, chill, aaa, good, nice"
RAS CAFE,ChIJi6ljWQfV1y0RTmpuRh4dX4w,"Jl. Thamrin No.18, Lawang, Pasar Baru, Kec. Lawang, Kabupaten Malang, Jawa Timur 65211, Indonesia","cafe, food, point_of_interest, store, establishment",4.3,81,,"Good 👍

Economic

The Best Place in Lawang

The food is really good. I like the spicy chicken geprek and the songkem chicken the most. Delicious to the bone

The place is in the hospital n cleanliness is ok n food is quite good n prices are relatively",0.825,0.0046315058183291,0.4722415475018815,3676,"chicken, economic, hospital, place, geprek, lawang, cleanliness, best, songkem, like"
WARKOP SALAM,ChIJ2xHUwbz81y0RA7Kpyq3Vdp0,"Gang 5 Jl. Kebraon Blok BJ No.5, Kebraon, Kec. Karangpilang, Surabaya, Jawa Timur 60222, Indonesia","cafe, food, store, point_of_interest, establishment",4.3,79,,"Sip

Near Mosque....

Sip

Friendly service, smooth Wi-Fi, very affordable prices. full music

Now move to where is the greeting warkop",0.825,0.0045157181728709,0.4721917588143344,3677,"sip, mosque, warkop, wifi, service, prices, music, friendly, greeting, near"
Warung Tjangkrukan Raden Intan,ChIJm6fhQZop1i0R2NArDWWeaqg,"Ruko Raden Intan Blok E, Jalan Raden Intan, 3M85+RC7, Arjosari, Blimbing, Arjosari, Blimbing, Malang City, East Java 65126, Indonesia","cafe, food, point_of_interest, establishment",4.3,73,1.0,"Good

NICE

gas

Been

Is so good",0.825,0.0041683552364962,0.4720423927516933,3678,"gas, good, nice"
Taichan Endoy,ChIJX-JjZN8p1i0RJAqRGX7dLcA,"Jl. Bunga Coklat No.1, Tulusrejo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia","cafe, food, point_of_interest, establishment",4.3,73,,"Decent taste

The satay is really uenduul anyway..
Then the mojito is super duper suegeer..

It's mandatory, really, really recommended..
Come on..

When it's raining, enjoying Taichan satay is just right, the place at the end of the road isn't too wide, but it's quite ok to eat

Enough to fill the hunger that struck,

very over priced, 2 pcs wings 2/3 (so 4 parts) the price is 21 thousand, even though buying chicken for a kilo for 27 thousand, wkwkwkw, super duper over priced, not worth, too expensive, even though in tlogomas 7 parts are only 15 thousand, it's also the same free delivery",0.825,0.0041683552364962,0.4720423927516933,3679,"mojito, satay, chicken, decent, expensive, raining, come, wkwkwkw, uenduul, tlogomas"
Bali Bakery Kuta Point Ardenia,ChIJBXuG26dH0i0R5b01-OxC-SI,"Jl. Bakung Sari No.81, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80364, Indonesia","restaurant, bakery, cafe, store, point_of_interest, food, establishment",4.3,70,,"Had the Promo. Ham & Cheese roll w complimentary Ice Lemon Tea. Was lovely.
Wasn’t harassed to order something else.

Love this spot. Fresh clean, well maintained.
Breakfast had an amazing selection with freshly squeezed juice. They accepted my travel coffee cup and drink bottle. I bring my own straws, and they were very happy to accommodate. Will definitely eat here again

Tasty little café located directly next to the Ramayana Hotel (we stayed there but skipped the hotel breakfast in favour of this place almost every day). Full breakfast is possible with pork or beef bacon, sausage, eggs, etc. Or you can opt for a range of other options or pastries. They brew Lavazza, so their coffees are on the pricey side but worth it. Plus, their juices are all great and get me my servings of fruit and veggies, ha!

In short, recommended!

We've traveled through Bali for 3 weeks and haven't found a better club sandwich then this place!  They also have very nice pastry and delicious coffee compared to other places in Bali!

I came here when there was a promotion about high tea. There were not many option for high tea in Bali, so this was a good idea and I'm happy for deciding to go here because all the deserts were tasty. Service is good and the place was nice. Really comfy. Good job for opening the new branch, hopefully more people will find it. They are not visible from the main road, unfortunately.",0.825,0.0039946737683089,0.4719677097203728,3680,"bali, hotel, lavazza, veggies, drink, ham, definitely, havent, accepted, maintained"
Warung Kopi Telaga Cinta,ChIJs6rqonD-1y0RUWjWLyTWKR4,"Jl. Jugrug Rejosari No.69, Kandangan, Kec. Benowo, Surabaya, Jawa Timur 60217, Indonesia","cafe, store, food, point_of_interest, establishment",4.3,70,1.0,"Manteeep

Ok

Ok

It's a pretty good place, if it's hot during the day the air circulation is lacking. The drinks are cheap at standard warkop prices, the wifi when I came here at that time was slow even though it was quiet. Maybe it's fine now.

There are 3 stalls in the lake of love now that are all next to each other, but the Wijoyo shop is the middle one and the newest one, the place is ok comfortable, only if you play the song Kenceng / Loud Bangettt.... you can't even hang out there comfortably",0.825,0.0039946737683089,0.4719677097203728,3681,"comfortable, lake, wijoyo, stalls, drinks, wifi, prices, manteeep, maybe, day"
AJ CAFE,ChIJIYEh2O33dy4RSKpwaK7mqw4,"Jl. Veteran No.174B, Tlogoanyar, Kec. Lamongan, Kabupaten Lamongan, Jawa Timur 62218, Indonesia","cafe, food, store, point_of_interest, establishment",4.3,69,,"It’s weird why we are not allowed to park our car in front of the cafe while they have the space. And you better take notes to the customers’ order thoroughly because you forgot to serve one of my order today ☺️

nice n cozy place..delicious snacking

Manttaapp

The menu is many, the place is comfortable. Friendly service, good food. Luvv, hopefully consistent

The place is cool and the service is good.. The wifi is also really fast.. Recommend a place for work or just hanging out",0.825,0.0039367799455798,0.4719428153765992,3682,"cafe, snacking, serve, menu, comfortable, wifi, allowed, placedelicious, manttaapp, really"
Warung Kopi Sukorame,ChIJ06E-hZj51y0Rb4LKBKaKwj0,"Jl. Kenjeran No.303, Gading, Kec. Tambaksari, Surabaya, Jawa Timur 60134, Indonesia","cafe, store, food, point_of_interest, establishment",4.3,69,,"Good

The seller is evil, ... Expensive, ... It tastes bland, ... Give up ... I won't come back again ...

write the name of the warkope sukorame om, ben penak gelek.e want to google map

We must know about the whole world before the world knows about us🙏

You can eat noodles and drink coffee and play wifi",0.825,0.0039367799455798,0.4719428153765992,3683,"warkope, seller, sukorame, bland, evil, know, eat, map, wifi, ben"
Pesen Kopi,ChIJHXdeYnUp1i0RIwgOB8wHZO4,"2MQ2+8W4, Jl. Sulfat, Pandanwangi, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia","cafe, food, point_of_interest, establishment",4.3,67,,"Overall es kopi creamynya fav

Nice place to drink coffee and others

Okay place to hang out with friends

As usual

yumm ^^",0.825,0.0038209923001215,0.4718930266890522,3684,"creamynya, coffee, kopi, place, es, fav, friends, yumm, overall, okay"
Metro Coffee,ChIJu2_kj-JAdy4RXIBj06J2m4s,"2CJ7+59C, Jl. Alun-Alun Blora, Alun-alun, Tempelan, Kec. Blora, Kabupaten Blora, Jawa Tengah 58213, Indonesia","cafe, point_of_interest, food, store, establishment",4.3,65,1.0,"Nice cafe

Enjoy n santai

Just right for me to smile and nod, fresh and cool with the mood, perfect for knowing if it's alive and processing it for the better, healthy, especially important.

The place usually used by the youth of Blora city to get together. These places line the length of the square and are always busy. Open from evening until almost dawn. In the middle there is a playground for children such as toy cars. The menu provided is cat rice, noodles, fried foods with coffee, orange and tea drinks and milk. Prices can be cheap. You can hang out in this place while waiting for the bus from Surabaya with the last stop in Kab. Grobogan (Purwodadi) if you want to go to Semarang early in the morning. The last bus is around 2.30.

It's a place for young people to hang out. Suitable for gatherings with friends, groups, forums, groups, to discuss anything. Provides a variety of drinks and food. Strategic place, we can get together while enjoying the bustle of Blora city and devour the menu 😊 You can get to know new people, what are you looking for prospective girlfriend: v",0.825,0.0037052046546633,0.4718432380015052,3685,"cafe, surabaya, blora, prospective, enjoy, playground, menu, healthy, prices, especially"
Kedai Rotterdam,ChIJ_SFM9YGCeC4RPyf7juykDz0,"Jl. Kediri No.4, Gading Kasri, Kec. Klojen, Kota Malang, Jawa Timur 65115, Indonesia","cafe, food, point_of_interest, establishment",4.3,65,,"good places to spend your spare time

Ok

The boarding house is comfortable, including wifi, shared kitchen, drinking water, and 1 set of laundry per day. The service is also fast to respond if there are improvements or deficiencies in the boarding house.

The atmosphere is calm and cool, even though it is in the middle of the city. This place also provides boarding rooms which are mostly occupied by students.

The service is friendly. Only the laundry is not clean and smells good.",0.825,0.0037052046546633,0.4718432380015052,3686,"boarding, places, laundry, service, spend, friendly, wifi, students, atmosphere, deficiencies"
Waroeng Pinggir Kali Blora,ChIJEd-84iJBdy4R3L6yvTe8ZUU,"2CV5+98C, Perumda, Kunden, Kec. Blora, Kabupaten Blora, Jawa Tengah 58213, Indonesia","cafe, point_of_interest, food, establishment",4.3,64,,"Very nice, good option for lunch and dinner.

This place is suitable for Millennials who are crazy about Andro games. free Wifi, place charger in every hut. location near river. a bit far from residential areas. visitors can also karaoke to their heart's content.
For the food menu here, what is special is iwak kali (fish in the river). for the favorite drink menu, of course coffee.

nganu mas putut ate here with mas Dono, ngkong palen, Mbah bariq, Jumeno, and notol

It's great, Mr. Ganjar, had breakfast here

Cool place, close to the mosque, and there is no sound of motorized traffic",0.825,0.0036473108319342,0.4718183436577317,3687,"ganjar, lunch, mosque, karaoke, visitors, river, andro, wifi, special, millennials"
Kayutangan Coffee and Gelato,ChIJWSXyB9Yp1i0R4ghmEo_rT8Y,"Jl. Jenderal Basuki Rahmat No.56, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia","cafe, store, point_of_interest, food, establishment",4.3,63,,"Small, cramped place, with not so good and overpriced coffee. The only thing they sell is their location, which quite popular recently. And it wasn't that good view sitting upstairs.

Best place and view thank for good service ⭐️⭐️⭐️⭐️⭐️

Good

Actually in terms of location, this cafe already has advantages & wins a lot. But seen from several other sides there are a number of things that are a minus value.

The positives: the location is very strategic, in the heart of the city / main wooden protocol road, access & parking right on the edge of the main road. From here, it's easy to go anywhere & surrounded by complete public facilities (ATMs, shops, etc.).

What is inconvenient: access from the 1st floor to the 3rd floor which is steep & not recommended for the elderly & children, even teenagers have to be careful so they don't slip, especially while carrying trays of coffee & snacks. The view of the city from the balcony is also not optimal because it is blocked by cables & electricity poles which are very crowded.

For variations in the price of drinks & snacks, it's not bad for a cafe in the city center area, even though it's still a bit burdensome for school children's pockets. Btw, the delicious cheese bread makes you full & the chocolate ice is fresh.
Maybe that's all for now... hopefully in the future it will be even better 24/12/22

One of the cafes located in the Kayutangan heritage area. The place is small but has 4 floors. Cozy enough to hang out.

The menu is quite diverse for a cafe. Try the gelato, it's pretty good. But the price is a bit pricey compared to other cafes in Malang.",0.825,0.0035894170092051,0.4717934493139581,3688,"cafes, parking, cramped, floor, overpriced, electricity, elderly, protocol, hopefully, burdensome"
